"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI.b0","nb.tI.b1","nb.tII.b0","nb.tII.b1","est.size","FP","TP","FDR","power"
"EBIC",1,600,0.33,"TRUE","TRUE","FALSE","20.109911388253","10.1080734026078","10.0018379856452","9.554","0.383","0.87","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",7.82569052558336e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",10,600,0.33,"TRUE","TRUE","FALSE","20.1157364276681","10.1111954324355","10.0045409952326","9.832","0.384","0.789","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",6.11361131454063e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",100,600,0.33,"TRUE","TRUE","FALSE","20.115135792995","10.153274238462","9.96186155453303","10.113","0.367","0.76","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",8.83992266948825e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",11,600,0.33,"TRUE","TRUE","FALSE","20.170070103963","10.2127024049647","9.9573676989983","11.256","0.361","0.751","1,2,3,4,5,6,7,8,9,10,236,886,887,888,889,890,891,892,893,894,895",0.000155945582314215,FALSE,1,0,0,0,21,1,20,0.0476190476190476,1
"EBIC",12,600,0.33,"TRUE","TRUE","FALSE","19.713736692052","10.2523405889394","9.46139610311256","12.289","0.382","0.868","1,2,3,4,5,6,7,8,9,10,840,886,887,888,889,890,891,892,893,894,895",0.00013107813481199,FALSE,1,0,0,0,21,1,20,0.0476190476190476,1
"EBIC",13,600,0.33,"TRUE","TRUE","FALSE","19.7513802779731","10.1468420313327","9.6045382466404","11.507","0.378","0.841","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",8.2885332610973e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",14,600,0.33,"TRUE","TRUE","FALSE","20.0916111518455","10.1102660354026","9.98134511644295","10.093","0.365","0.854","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",3.17410086313455e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",15,600,0.33,"TRUE","TRUE","FALSE","19.6709960523315","10.1462792720326","9.52471678029892","11.919","0.504","1.04","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",5.61366015760251e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",16,600,0.33,"TRUE","TRUE","FALSE","19.1739212829585","10.124537217549","9.04938406540952","9.787","0.379","0.795","1,2,3,4,5,6,7,8,9,10,887,888,889,890,891,892,893,894,895",0.00020551999411634,FALSE,0,0,0,1,19,0,19,0,0.95
"EBIC",17,600,0.33,"TRUE","TRUE","FALSE","19.7602172182938","10.1482077349462","9.61200948334763","11.873","0.387","0.836","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",6.16866329202389e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",18,600,0.33,"TRUE","TRUE","FALSE","20.2960035950525","10.3644711928256","9.93153240222688","11.701","0.38","0.917","1,2,3,4,5,6,7,8,9,10,508,886,887,888,889,890,891,892,893,894,895",0.000112176664512121,FALSE,1,0,0,0,21,1,20,0.0476190476190476,1
"EBIC",19,600,0.33,"TRUE","TRUE","FALSE","20.1065927350705","10.1070756306236","9.99951710444692","9.647","0.375","0.838","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",7.47337966129187e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",2,600,0.33,"TRUE","TRUE","FALSE","20.0802338818801","10.0812230066289","9.99901087525115","9.33","0.429","0.936","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",9.32940449842902e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",20,600,0.33,"TRUE","TRUE","FALSE","20.1470042040318","10.1423924268977","10.0046117771341","10.228","0.389","0.886","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",5.95079786395629e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",21,600,0.33,"TRUE","TRUE","FALSE","19.9777806309119","10.195078035237","9.78270259567493","10.879","0.377","0.795","1,2,3,4,5,6,7,8,9,10,616,886,887,888,889,890,891,892,893,894,895",9.30018372929516e-05,FALSE,1,0,0,0,21,1,20,0.0476190476190476,1
"EBIC",22,600,0.33,"TRUE","TRUE","FALSE","19.9047582459452","10.1585508113945","9.74620743455066","10.897","0.389","0.86","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",5.67324023327499e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",23,600,0.33,"TRUE","TRUE","FALSE","20.1608831871473","10.1590062088475","10.0018769782997","9.905","0.38","0.858","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",7.4596262007764e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",24,600,0.33,"TRUE","TRUE","FALSE","20.0388827165281","10.0966208249954","9.94226189153275","10.226","0.384","0.892","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",6.89427122868302e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",25,600,0.33,"TRUE","TRUE","FALSE","20.0875123225134","10.084769903782","10.0027424187313","9.234","0.379","0.862","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",8.82430440668176e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",26,600,0.33,"TRUE","TRUE","FALSE","20.177492963093","10.1749181205872","10.0025748425058","10.096","0.357","0.786","1,2,3,4,5,6,7,8,9,10,689,886,887,888,889,890,891,892,893,894,895",0.000161691077684482,FALSE,1,0,0,0,21,1,20,0.0476190476190476,1
"EBIC",27,600,0.33,"TRUE","TRUE","FALSE","20.6509079258761","10.6464917883613","10.0044161375148","13.169","0.344","0.773","1,2,3,4,5,6,7,8,9,10,552,886,887,888,889,890,891,892,893,894,895",0.000144161604641765,FALSE,1,0,0,0,21,1,20,0.0476190476190476,1
"EBIC",28,600,0.33,"TRUE","TRUE","FALSE","20.1071201188425","10.1053841988772","10.0017359199653","10.112","0.424","0.914","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",6.78143834171511e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",29,600,0.33,"TRUE","TRUE","FALSE","20.1103182361556","10.1065298017184","10.0037884344372","9.643","0.366","0.752","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",5.02249354589441e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",3,600,0.33,"TRUE","TRUE","FALSE","20.1089504917058","10.1075477840976","10.0014027076082","10.473","0.367","0.859","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",8.55906163185127e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",30,600,0.33,"TRUE","TRUE","FALSE","20.0889872315414","10.0950552235828","9.99393200795865","9.927","0.38","0.821","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",7.44270303315795e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",31,600,0.33,"TRUE","TRUE","FALSE","20.0920494542565","10.1116801992817","9.98036925497482","9.807","0.367","0.804","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",6.82088149931841e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",32,600,0.33,"TRUE","TRUE","FALSE","20.2860544510897","10.2843156127614","10.0017388383283","10.641","0.388","0.862","1,2,3,4,5,6,7,8,9,10,674,886,887,888,889,890,891,892,893,894,895",0.00012887865613493,FALSE,1,0,0,0,21,1,20,0.0476190476190476,1
"EBIC",33,600,0.33,"TRUE","TRUE","FALSE","20.1699831668715","10.1639495835044","10.0060335833671","10.411","0.364","0.782","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",0.000106046378652827,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",34,600,0.33,"TRUE","TRUE","FALSE","20.082918460392","10.1313188353847","9.95159962500725","10.855","0.386","0.973","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",8.24582599424325e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",35,600,0.33,"TRUE","TRUE","FALSE","19.3322115111753","10.2205091947863","9.111702316389","12.731","0.392","0.87","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",2.62776063359683e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",36,600,0.33,"TRUE","TRUE","FALSE","19.8425355824945","10.14539475033","9.69714083216453","11.077","0.376","0.792","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",6.15454680995258e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",37,600,0.33,"TRUE","TRUE","FALSE","20.1424478024588","10.1401135224351","10.0023342800237","9.95","0.356","0.771","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",7.49748455868106e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",38,600,0.33,"TRUE","TRUE","FALSE","19.1798506035884","10.1277656211187","9.05208498246967","10.271","0.369","0.818","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",6.55212023537927e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",39,600,0.33,"TRUE","TRUE","FALSE","20.1212367196194","10.1185593446085","10.0026773750109","9.837","0.383","0.973","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",5.37149009378035e-05,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",4,600,0.33,"TRUE","TRUE","FALSE","20.1385273624357","10.2965112178598","9.84201614457588","12.077","0.381","0.867","1,2,3,4,5,6,7,8,9,10,221,886,887,888,889,890,891,892,893,894,895",9.9501861599299e-05,FALSE,1,0,0,0,21,1,20,0.0476190476190476,1
"EBIC",40,600,0.33,"TRUE","TRUE","FALSE","20.0370235595422","10.1023243165809","9.93469924296135","9.807","0.384","0.844","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",0.00011281002879371,TRUE,0,0,0,0,20,0,20,0,1
"EBIC",41,600,0.33,"TRUE","TRUE","FALSE","20.145970267162","10.1444025816681","10.0015676854939","9.818","0.374","0.851","1,2,3,4,5,6,7,8,9,10,886,887,888,889,890,891,892,893,894,895",7.03955132498505e-05,TRUE,0,0,0,0,20,0,20,0,1
